id,full_name,first_name,last_name,is_active,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
76119,Jerry Baskerville,Jerry,Baskerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,Brandon Bass,Brandon,Bass,0,101138.0,Brandon Bass,"Bass, Brandon",B. Bass,brandon-bass,1985-04-30,Louisiana State,USA,Louisiana State/USA,"6,8",25.0,13.0,30,Forward,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,brandon_bass,2005.0,2016.0,Y,Y,Y,2005.0,2,33,N
1628238,Paris Bass,Paris,Bass,0,1628238.0,Paris Bass,"Bass, Paris",P. Bass,paris-bass,1995-08-29,Detroit Mercy,USA,Detroit Mercy/USA,"6,8",20.0,2.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,paris_bass,2021.0,2021.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
76120,Tim Bassett,Tim,Bassett,0,76120.0,Tim Bassett,"Bassett, Tim",T. Bassett,tim-bassett,1951-04-01,Georgia,USA,Georgia/USA,"6,8",22.5,4.0,21,Forward,Inactive,1610612751.0,Nets,NJN,nets,New Jersey,HISTADD_tim_bassett,1976.0,1979.0,N,Y,Y,1973.0,7,106,N
1629646,Charles Bassey,Charles,Bassey,1,1629646.0,Charles Bassey,"Bassey, Charles",C. Bassey,charles-bassey,2000-10-28,Western Kentucky,Nigeria,Western Kentucky/Nigeria,"6,9",23.0,2.0,28,Center-Forward,Active,1610612759.0,Spurs,SAS,spurs,San Antonio,charles_bassey,2021.0,2023.0,Y,Y,Y,2021.0,2,53,N
1766,Maceo Baston,Maceo,Baston,0,1766.0,Maceo Baston,"Baston, Maceo",M. Baston,maceo-baston,1976-05-29,Michigan,USA,Michigan/USA,"6,10",23.0,5.0,9,Forward,Inactive,1610612754.0,Pacers,IND,pacers,Indiana,maceo_baston,2002.0,2008.0,N,Y,Y,1998.0,2,58,N
2370,Mengke Bateer,Mengke,Bateer,0,2370.0,Mengke Bateer,"Bateer, Mengke",M. Bateer,mengke-bateer,1975-11-20,Beijing,China,Beijing/China,"6,11",29.0,4.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,mengke_bateer,2001.0,2003.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
76121,Billyray Bates,Billyray,Bates,0,76121.0,Billyray Bates,"Bates, Billyray",B. Bates,billyray-bates,1956-05-31,Kentucky State,USA,Kentucky State/USA,"6,4",21.0,4.0,35,Guard,Inactive,1610612757.0,Trail Blazers,POR,blazers,Portland,HISTADD_billy_ray_bates,1979.0,1982.0,N,Y,Y,1978.0,3,47,N
1628966,Keita Bates-Diop,Keita,Bates-Diop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101212,Esteban Batista,Esteban,Batista,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,Mike Batiste,Mike,Batiste,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Tony Battie,Tony,Battie,0,1499.0,Tony Battie,"Battie, Tony",T. Battie,tony-battie,1976-02-11,Texas Tech,USA,Texas Tech/USA,"6,11",24.0,15.0,4,Center,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,tony_battie,1997.0,2011.0,N,Y,Y,1997.0,1,5,N
2203,Shane Battier,Shane,Battier,0,2203.0,Shane Battier,"Battier, Shane",S. Battier,shane-battier,1978-09-09,Duke,USA,Duke/USA,"6,8",22.0,13.0,31,Forward,Inactive,1610612763.0,Grizzlies,MEM,grizzlies,Memphis,shane_battier,2001.0,2013.0,N,Y,Y,2001.0,1,6,N
174,John Battle,John,Battle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76123,Kenny Battle,Kenny,Battle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76124,Dave Batton,Dave,Batton,0,76124.0,Dave Batton,"Batton, Dave",D. Batton,dave-batton,1956-03-26,Notre Dame,USA,Notre Dame/USA,"6,10",24.0,2.0,45,Center,Inactive,1610612764.0,Bullets,WAS,wizards,Washington,HISTADD_dave_batton,1982.0,1983.0,N,Y,Y,1978.0,3,62,N
201587,Nicolas Batum,Nicolas,Batum,1,201587.0,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,1988-12-14,Le Mans,France,Le Mans/France,"6,8",23.0,15.0,33,Guard-Forward,Active,1610612746.0,Clippers,LAC,clippers,LA,nicolas_batum,2008.0,2023.0,N,Y,Y,2008.0,1,25,N
76125,Johnny Baum,Johnny,Baum,0,76125.0,Johnny Baum,"Baum, Johnny",J. Baum,johnny-baum,1946-06-17,Temple,USA,Temple/USA,"6,5",20.0,2.0,14,Forward,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,HISTADD_johnny_baum,1969.0,1970.0,N,Y,Y,1969.0,2,23,N
76126,Frankie Baumholtz,Frankie,Baumholtz,0,76126.0,Frankie Baumholtz,"Baumholtz, Frankie",F. Baumholtz,frankie-baumholtz,1918-10-07,Ohio,USA,Ohio/USA,"5,10",17.0,1.0,Desconocido,Guard,Inactive,1610610026.0,Rebels,CLR,rebels,Cleveland,HISTADD_frankie_baumholtz,1946.0,1946.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
2437,Lonny Baxter,Lonny,Baxter,0,2437.0,Lonny Baxter,"Baxter, Lonny",L. Baxter,lonny-baxter,1979-01-27,Maryland,USA,Maryland/USA,"6,8",26.0,4.0,35,Forward,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,lonny_baxter,2002.0,2005.0,N,Y,Y,2002.0,2,43,N
201573,Jerryd Bayless,Jerryd,Bayless,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76127,Elgin Baylor,Elgin,Baylor,0,76127.0,Elgin Baylor,"Baylor, Elgin",E. Baylor,elgin-baylor,1934-09-16,Seattle,USA,Seattle/USA,"6,5",22.5,14.0,22,Forward,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,HISTADD_elgin_baylor,1958.0,1971.0,N,Y,Y,1958.0,1,1,Y
203382,Aron Baynes,Aron,Baynes,0,203382.0,Aron Baynes,"Baynes, Aron",A. Baynes,aron-baynes,1986-12-09,Washington State,Australia,Washington State/Australia,"6,10",26.0,10.0,46,Center-Forward,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,aron_baynes,2012.0,2020.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
76128,Sergei Bazarevich,Sergei,Bazarevich,0,76128.0,Sergei Bazarevich,"Bazarevich, Sergei",S. Bazarevich,sergei-bazarevich,1965-03-15,Tofas S.K.,Russia,Tofas S.K./Russia,"6,2",16.8,1.0,5,Guard,Inactive,1610612737.0,Hawks,ATL,hawks,Atlanta,HISTADD_sergei_bazarevich,1994.0,1994.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
203145,Kent Bazemore,Kent,Bazemore,1,203145.0,Kent Bazemore,"Bazemore, Kent",K. Bazemore,kent-bazemore,1989-07-01,Old Dominion,USA,Old Dominion/USA,"6,4",19.5,11.0,9,Guard-Forward,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,kent_bazemore,2012.0,2021.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
1629647,Darius Bazley,Darius,Bazley,1,1629647.0,Darius Bazley,"Bazley, Darius",D. Bazley,darius-bazley,2000-06-12,Princeton HS (OH),USA,Princeton HS (OH)/USA,"6,9",21.6,4.0,55,Forward,Active,1610612756.0,Suns,PHX,suns,Phoenix,darius_bazley,2019.0,2023.0,N,Y,Y,2019.0,1,23,N
76129,Ed Beach,Ed,Beach,0,76129.0,Ed Beach,"Beach, Ed",E. Beach,ed-beach,1929-01-25,West Virginia,USA,West Virginia/USA,"6,3",20.0,1.0,Desconocido,Forward,Inactive,1610612737.0,Blackhawks,TCB,hawks,Tri-Cities,HISTADD_ed_beach,1950.0,1950.0,N,Y,Y,1950.0,5,Desconocido,N
203078,Bradley Beal,Bradley,Beal,1,203078.0,Bradley Beal,"Beal, Bradley",B. Beal,bradley-beal,1993-06-28,Florida,USA,Florida/USA,"6,4",20.7,11.0,3,Guard,Active,1610612756.0,Suns,PHX,suns,Phoenix,bradley_beal,2012.0,2023.0,N,Y,Y,2012.0,1,3,N
76130,Butch Beard,Butch,Beard,0,76130.0,Butch Beard,"Beard, Butch",B. Beard,butch-beard,1947-05-04,Louisville,USA,Louisville/USA,"6,3",18.5,9.0,9,Guard,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_butch_beard,1969.0,1978.0,N,Y,Y,1969.0,1,10,N
76131,Ralph Beard,Ralph,Beard,0,76131.0,Ralph Beard,"Beard, Ralph",R. Beard,ralph-beard,1927-12-02,Kentucky,USA,Kentucky/USA,"5,10",17.5,2.0,Desconocido,Guard,Inactive,1610610030.0,Olympians,INO,olympians,Indianapolis,HISTADD_ralph_beard,1949.0,1950.0,N,Y,Y,1949.0,2,Desconocido,N
2602,Jerome Beasley,Jerome,Beasley,0,2602.0,Jerome Beasley,"Beasley, Jerome",J. Beasley,jerome-beasley,1980-05-17,North Dakota,USA,North Dakota/USA,"6,9",23.7,2.0,24,Forward,Inactive,1610612748.0,Heat,MIA,heat,Miami,jerome_beasley,2003.0,2003.0,Y,Y,Y,2003.0,2,33,N
1627736,Malik Beasley,Malik,Beasley,1,1627736.0,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26,Florida State,USA,Florida State/USA,"6,4",18.7,7.0,5,Guard,Active,1610612747.0,Lakers,LAL,lakers,Los Angeles,malik_beasley,2016.0,2023.0,Y,Y,Y,2016.0,1,19,N
201563,Michael Beasley,Michael,Beasley,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76133,Zelmo Beaty,Zelmo,Beaty,0,76133.0,Zelmo Beaty,"Beaty, Zelmo",Z. Beaty,zelmo-beaty,1939-10-25,Prairie View A&M,USA,Prairie View A&M/USA,"6,9",22.5,8.0,31,Center,Inactive,1610612737.0,Hawks,ATL,hawks,Atlanta,HISTADD_bigz_beaty,1962.0,1974.0,N,Y,Y,1962.0,1,3,N
201958,Rodrigue Beaubois,Rodrigue,Beaubois,0,201958.0,Rodrigue Beaubois,"Beaubois, Rodrigue",R. Beaubois,rodrigue-beaubois,1988-02-24,Cholet,France,Cholet/France,"6,2",18.5,5.0,3,Guard,Inactive,1610612742.0,Mavericks,DAL,mavericks,Dallas,rodrigue_beaubois,2009.0,2012.0,N,Y,Y,2009.0,1,25,N
1630699,MarJon Beauchamp,MarJon,Beauchamp,1,1630699.0,MarJon Beauchamp,"Beauchamp, MarJon",M. Beauchamp,marjon-beauchamp,2000-10-12,NBA G League Ignite,USA,NBA G League Ignite/USA,"6,7",19.9,1.0,0,Forward,Active,1610612749.0,Bucks,MIL,bucks,Milwaukee,marjon_beauchamp,2021.0,2023.0,Y,Y,Y,2022.0,1,24,N
76134,Byron Beck,Byron,Beck,0,76134.0,Byron Beck,"Beck, Byron",B. Beck,byron-beck,1945-01-25,Denver,USA,Denver/USA,"6,9",22.5,1.0,40,Center,Inactive,1610612743.0,Nuggets,DEN,nuggets,Denver,HISTADD_byron_beck,1976.0,1976.0,N,Y,Y,1967.0,2,15,N
1133,Corey Beck,Corey,Beck,0,1133.0,Corey Beck,"Beck, Corey",C. Beck,corey-beck,1971-05-27,Arkansas,USA,Arkansas/USA,"6,3",20.0,3.0,15,Guard,Inactive,1610612766.0,Hornets,CHH,hornets,Charlotte,corey_beck,1995.0,1998.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
76136,Ernie Beck,Ernie,Beck,0,76136.0,Ernie Beck,"Beck, Ernie",E. Beck,ernie-beck,1931-12-11,Pennsylvania,USA,Pennsylvania/USA,"6,4",19.0,7.0,12,Guard,Inactive,1610612744.0,Warriors,PHW,warriors,Philadelphia,HISTADD_ernie_beck,1953.0,1960.0,N,Y,Y,1953.0,Desconocido,Desconocido,N
76137,Moe Becker,Moe,Becker,0,76137.0,Moe Becker,"Becker, Moe",M. Becker,moe-becker,1917-02-24,Duquesne,USA,Duquesne/USA,"6,1",18.5,1.0,Desconocido,Guard,Inactive,1610610028.0,Falcons,DEF,falcons,Detroit,HISTADD_moe_becker,1946.0,1946.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
76138,William Bedford,William,Bedford,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76139,Hank Beenders,Hank,Beenders,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76140,Ron Behagen,Ron,Behagen,0,76140.0,Ron Behagen,"Behagen, Ron",R. Behagen,ron-behagen,1951-01-14,Minnesota,USA,Minnesota/USA,"6,9",18.5,7.0,12,Forward,Inactive,1610612758.0,Kings,KCK,kings,Kansas City,HISTADD_ron_behagen,1973.0,1979.0,N,Y,Y,1973.0,1,7,N
76141,Elmer Behnke,Elmer,Behnke,0,76141.0,Elmer Behnke,"Behnke, Elmer",E. Behnke,elmer-behnke,1929-02-03,Bradley,USA,Bradley/USA,"6,7",21.0,1.0,Desconocido,Center,Inactive,1610612737.0,Hawks,MIH,hawks,Milwaukee,HISTADD_elmer_behnke,1951.0,1951.0,N,Y,Y,1951.0,4,37,N
201158,Marco Belinelli,Marco,Belinelli,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,Charlie Bell,Charlie,Bell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76142,Dennis Bell,Dennis,Bell,0,76142.0,Dennis Bell,"Bell, Dennis",D. Bell,dennis-bell,1951-06-02,Drake,USA,Drake/USA,"6,5",18.5,3.0,46,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_dennis_bell,1973.0,1975.0,N,Y,Y,1973.0,5,83,N
1628395,Jordan Bell,Jordan,Bell,0,1628395.0,Jordan Bell,"Bell, Jordan",J. Bell,jordan-bell,1995-01-07,Oregon,USA,Oregon/USA,"6,7",21.6,5.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,jordan_bell,2017.0,2021.0,Y,Y,Y,2017.0,2,38,N
1952,Raja Bell,Raja,Bell,0,1952.0,Raja Bell,"Bell, Raja",R. Bell,raja-bell,1976-09-19,Florida International,US Virgin Islands,Florida International/U.S. Virgin Islands,"6,5",21.0,13.0,19,Guard,Inactive,1610612756.0,Suns,PHX,suns,Phoenix,raja_bell,2000.0,2011.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
2559,Troy Bell,Troy,Bell,0,2559.0,Troy Bell,"Bell, Troy",T. Bell,troy-bell,1980-11-10,Boston College,USA,Boston College/USA,"6,1",18.0,2.0,3,Guard,Inactive,1610612763.0,Grizzlies,MEM,grizzlies,Memphis,troy_bell,2003.0,2003.0,Y,Y,Y,2003.0,1,16,N
76143,William Bell,William,Bell,0,76143.0,William Bell,"Bell, William",W. Bell,william-bell,1932-09-13,North Carolina State,USA,North Carolina State/USA,"6,0",18.0,2.0,15,Guard,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_whitey_bell,1959.0,1960.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
76144,Walt Bellamy,Walt,Bellamy,0,76144.0,Walt Bellamy,"Bellamy, Walt",W. Bellamy,walt-bellamy,1939-07-24,Indiana,USA,Indiana/USA,"6,10",22.5,14.0,8,Center,Inactive,1610612737.0,Hawks,ATL,hawks,Atlanta,HISTADD_walt_bellamy,1961.0,1974.0,N,Y,Y,1961.0,1,1,N
1627761,DeAndre' Bembry,DeAndre',Bembry,0,1627761.0,DeAndre' Bembry,"Bembry, DeAndre'",D. Bembry,deandre-bembry,1994-07-04,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,"6,5",21.0,6.0,Desconocido,Guard-Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,deandre'_bembry,2016.0,2021.0,Y,Y,Y,2016.0,1,21,N
76145,Irv Bemoras,Irv,Bemoras,0,76145.0,Irv Bemoras,"Bemoras, Irv",I. Bemoras,irv-bemoras,1930-11-18,Illinois,USA,Illinois/USA,"6,3",18.5,2.0,26,Forward,Inactive,1610612737.0,Hawks,STL,hawks,St. Louis,HISTADD_irv_bemoras,1953.0,1956.0,N,Y,Y,1953.0,Desconocido,Desconocido,N
76146,Leon Benbow,Leon,Benbow,0,76146.0,Leon Benbow,"Benbow, Leon",L. Benbow,leon-benbow,1950-07-23,Jacksonville,USA,Jacksonville/USA,"6,4",18.5,2.0,5,Guard,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,HISTADD_leon_benbow,1974.0,1975.0,N,Y,Y,1974.0,2,27,N
1627733,Dragan Bender,Dragan,Bender,0,1627733.0,Dragan Bender,"Bender, Dragan",D. Bender,dragan-bender,1997-11-17,Maccabi Tel Aviv,Croatia,Maccabi Tel Aviv/Croatia,"7,0",24.9,4.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,dragan_bender,2016.0,2019.0,Y,Y,Y,2016.0,1,4,N
1886,Jonathan Bender,Jonathan,Bender,0,1886.0,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30,Picayune HS (MS),USA,Picayune HS (MS)/USA,"7,0",23.0,9.0,9,Forward,Inactive,1610612754.0,Pacers,IND,pacers,Indiana,jonathan_bender,1999.0,2009.0,N,Y,Y,1999.0,1,5,N
203968,Jerrelle Benimon,Jerrelle,Benimon,0,203968.0,Jerrelle Benimon,"Benimon, Jerrelle",J. Benimon,jerrelle-benimon,1991-08-01,Towson,USA,Towson/USA,,21.0,1.0,Desconocido,Desconocido,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,jerrelle_benimon,2014.0,2014.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
104,Benoit Benjamin,Benoit,Benjamin,0,104.0,Benoit Benjamin,"Benjamin, Benoit",B. Benjamin,benoit-benjamin,1964-11-22,Creighton,USA,Creighton/USA,"7,0",25.0,15.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,benoit_benjamin,1985.0,1999.0,N,Y,Y,1985.0,1,3,N
1736,Corey Benjamin,Corey,Benjamin,0,1736.0,Corey Benjamin,"Benjamin, Corey",C. Benjamin,corey-benjamin,1978-02-24,Oregon State,USA,Oregon State/USA,"6,6",20.0,5.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,corey_benjamin,1998.0,2002.0,N,Y,Y,1998.0,1,28,N
203461,Anthony Bennett,Anthony,Bennett,0,203461.0,Anthony Bennett,"Bennett, Anthony",A. Bennett,anthony-bennett,1993-03-14,UNLV,Canada,UNLV/Canada,"6,8",23.5,5.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,anthony_bennett,2013.0,2016.0,Y,Y,Y,2013.0,1,1,N
1120,Elmer Bennett,Elmer,Bennett,0,1120.0,Elmer Bennett,"Bennett, Elmer",E. Bennett,elmer-bennett,1970-02-13,Notre Dame,USA,Notre Dame/USA,"6,0",17.0,3.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,elmer_bennett,1994.0,1996.0,N,Y,Y,1992.0,2,38,N
712,Mario Bennett,Mario,Bennett,0,712.0,Mario Bennett,"Bennett, Mario",M. Bennett,mario-bennett,1973-08-01,Arizona State,USA,Arizona State/USA,"6,9",23.5,5.0,24,Center-Forward,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,mario_bennett,1995.0,2002.0,N,Y,Y,1995.0,1,27,N
76151,Mel Bennett,Mel,Bennett,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76148,Tony Bennett,Tony,Bennett,0,76148.0,Tony Bennett,"Bennett, Tony",T. Bennett,tony-bennett,1969-06-01,Wisconsin-Green Bay,USA,Wisconsin-Green Bay/USA,"6,0",17.5,3.0,25,Guard,Inactive,1610612766.0,Hornets,CHH,hornets,Charlotte,HISTADD_tony_bennett,1992.0,1994.0,N,Y,Y,1992.0,2,35,N
76152,Winston Bennett,Winston,Bennett,0,76152.0,Winston Bennett,"Bennett, Winston",W. Bennett,winston-bennett,1965-02-09,Kentucky,USA,Kentucky/USA,"6,7",21.0,3.0,30,Guard,Inactive,1610612739.0,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_winston_bennett,1989.0,1991.0,N,Y,Y,1988.0,3,64,N
128,David Benoit,David,Benoit,0,128.0,David Benoit,"Benoit, David",D. Benoit,david-benoit,1968-05-09,Alabama,USA,Alabama/USA,"6,8",22.0,7.0,21,Forward,Inactive,1610612762.0,Jazz,UTA,jazz,Utah,david_benoit,1991.0,2000.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
202728,Keith Benson,Keith,Benson,0,202728.0,Keith Benson,"Benson, Keith",K. Benson,keith-benson,1988-08-13,Oakland,USA,Oakland/USA,"6,11",23.0,2.0,Desconocido,Forward-Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,keith_benson,2011.0,2011.0,Y,Y,Y,2011.0,2,48,N
76154,Kent Benson,Kent,Benson,0,76154.0,Kent Benson,"Benson, Kent",K. Benson,kent-benson,1954-12-27,Indiana,USA,Indiana/USA,"6,11",23.5,11.0,54,Center,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,HISTADD_kent_benson,1977.0,1987.0,N,Y,Y,1977.0,1,1,N
1627791,Ben Bentil,Ben,Bentil,0,1627791.0,Ben Bentil,"Bentil, Ben",B. Bentil,ben-bentil,1995-03-29,Providence,Ghana,Providence/Ghana,"6,9",23.5,1.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,ben_bentil,2016.0,2016.0,Y,Y,Y,2016.0,2,51,N
76155,Gene Berce,Gene,Berce,0,76155.0,Gene Berce,"Berce, Gene",G. Berce,gene-berce,1926-11-22,Marquette,USA,Marquette/USA,"5,11",17.5,1.0,Desconocido,Guard,Inactive,1610612737.0,Blackhawks,TCB,hawks,Tri-Cities,HISTADD_gene_berce,1949.0,1949.0,N,Y,Y,1948.0,Desconocido,Desconocido,N
76156,Gary Bergen,Gary,Bergen,0,76156.0,Gary Bergen,"Bergen, Gary",G. Bergen,gary-bergen,1932-07-16,Utah,USA,Utah/USA,"6,8",21.0,1.0,18,Center,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_gary_bergen,1956.0,1956.0,N,Y,Y,1956.0,Desconocido,Desconocido,N
1631262,Jules Bernard,Jules,Bernard,1,1631262.0,Jules Bernard,"Bernard, Jules",J. Bernard,jules-bernard,2000-01-21,UCLA,USA,UCLA/USA,,21.0,0.0,Desconocido,Desconocido,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,jules_bernard,1992.0,1998.0,Y,N,Y,1988.0,Undrafted,Undrafted,N
76157,Ricky Berry,Ricky,Berry,0,76157.0,Ricky Berry,"Berry, Ricky",R. Berry,ricky-berry,1964-10-06,San Jose State,USA,San Jose State/USA,"6,8",20.5,1.0,34,Forward,Inactive,1610612758.0,Kings,SAC,kings,Sacramento,HISTADD_ricky_berry,1988.0,1988.0,N,Y,Y,1988.0,1,18,N
76158,Walter Berry,Walter,Berry,0,76158.0,Walter Berry,"Berry, Walter",W. Berry,walter-berry,1964-05-14,St. John's (NY),USA,St. John's (NY)/USA,"6,8",21.5,3.0,6,Forward,Inactive,1610612759.0,Spurs,SAS,spurs,San Antonio,HISTADD_walter_berry,1986.0,1988.0,N,Y,Y,1986.0,1,14,N
1629541,Dairis Bertans,Dairis,Bertans,0,1629541.0,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,1989-09-09,Olimpia Milano,Latvia,Olimpia Milano/Latvia,"6,4",20.0,2.0,9,Guard,Inactive,1610612740.0,Pelicans,NOP,pelicans,New Orleans,tmp_dairis_bertans,2018.0,2018.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
202722,Davis Bertans,Davis,Bertans,1,202722.0,Davis Bertans,"Bertans, Davis",D. Bertans,davis-bertans,1992-11-12,Baskonia,Latvia,Baskonia/Latvia,"6,10",22.5,7.0,44,Forward,Active,1610612742.0,Mavericks,DAL,mavericks,Dallas,davis_bertans,2016.0,2023.0,Y,Y,Y,2011.0,2,42,N
76159,Del Beshore,Del,Beshore,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Travis Best,Travis,Best,0,696.0,Travis Best,"Best, Travis",T. Best,travis-best,1972-07-12,Georgia Tech,USA,Georgia Tech/USA,"5,11",18.2,11.0,6,Guard,Inactive,1610612754.0,Pacers,IND,pacers,Indiana,travis_best,1995.0,2004.0,N,Y,Y,1995.0,1,23,N
201976,Patrick Beverley,Patrick,Beverley,1,201976.0,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12,Arkansas,USA,Arkansas/USA,"6,2",18.0,11.0,21,Guard,Active,1610612741.0,Bulls,CHI,bulls,Chicago,patrick_beverley,2012.0,2023.0,Y,Y,Y,2009.0,2,42,N
1630180,Saddiq Bey,Saddiq,Bey,1,1630180.0,Saddiq Bey,"Bey, Saddiq",S. Bey,saddiq-bey,1999-04-09,Villanova,USA,Villanova/USA,"6,7",21.5,3.0,41,Forward,Active,1610612737.0,Hawks,ATL,hawks,Atlanta,saddiq_bey,2020.0,2023.0,N,Y,Y,2020.0,1,19,N
1630189,Tyler Bey,Tyler,Bey,0,1630189.0,Tyler Bey,"Bey, Tyler",T. Bey,tyler-bey,1998-02-10,Colorado,USA,Colorado/USA,"6,7",21.5,2.0,2,Forward,Inactive,1610612742.0,Mavericks,DAL,mavericks,Dallas,tyler_bey,2020.0,2020.0,Y,Y,Y,2020.0,2,36,N
204021,Sim Bhullar,Sim,Bhullar,0,204021.0,Sim Bhullar,"Bhullar, Sim",S. Bhullar,sim-bhullar,1992-12-02,New Mexico State,Canada,New Mexico State/Canada,"7,5",36.0,1.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,sim_bhullar,2014.0,2014.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
76160,Al Bianchi,Al,Bianchi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76161,Hank Biasatti,Hank,Biasatti,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76162,Henry Bibby,Henry,Bibby,0,76162.0,Henry Bibby,"Bibby, Henry",H. Bibby,henry-bibby,1949-11-24,UCLA,USA,UCLA/USA,"6,1",18.5,9.0,10-15,Guard,Inactive,1610612755.0,76ers,PHI,sixers,Philadelphia,HISTADD_henry_bibby,1972.0,1980.0,N,Y,Y,1972.0,4,58,N
1710,Mike Bibby,Mike,Bibby,0,1710.0,Mike Bibby,"Bibby, Mike",M. Bibby,mike-bibby,1978-05-13,Arizona,USA,Arizona/USA,"6,2",19.5,15.0,20,Guard,Inactive,1610612758.0,Kings,SAC,kings,Sacramento,mike_bibby,1998.0,2011.0,N,Y,Y,1998.0,1,2,N
76163,Ed Biedenbach,Ed,Biedenbach,0,76163.0,Ed Biedenbach,"Biedenbach, Ed",E. Biedenbach,ed-biedenbach,1945-08-12,North Carolina State,USA,North Carolina State/USA,"6,1",17.5,1.0,12,Guard,Inactive,1610612756.0,Suns,PHX,suns,Phoenix,HISTADD_ed_biedenbach,1968.0,1968.0,N,Y,Y,1968.0,4,45,N
