full_name,first_name,last_name,is_active,person_id,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
Muggsy Bogues,Muggsy,Bogues,0,177,1965-01-09,Wake Forest,USA,Wake Forest/USA,Desconocido,21.0,14,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1987,2000,N,Y,Y,1987,1,12,N
Andrew Bogut,Andrew,Bogut,0,101106,1984-11-28,Utah,Australia,Utah/Australia,"7,0",26.0,15,12,Center,Inactive,1610612749,Bucks,MIL,Milwaukee,2005,2018,N,Y,Y,2005,1,1,N
Etdrick Bohannon,Etdrick,Bohannon,0,1564,1973-05-29,Auburn-Montgomery,USA,Auburn-Montgomery/USA,Desconocido,21.0,4,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1997,2000,N,Y,Y,1988,Undrafted,Undrafted,N
Bol Bol,Bol,Bol,1,1629626,1999-11-16,Oregon,Sudan,Oregon/Sudan,"7,2",22.0,4,10,Center-Forward,Active,1610612753,Magic,ORL,Orlando,2019,2023,Y,Y,Y,2019,2,44,N
Manute Bol,Manute,Bol,0,76195,1962-10-16,Bridgeport,USA,Bridgeport/USA,"7,6",20.0,10,1,Center,Inactive,1610612764,Bullets,WAS,Washington,1985,1994,N,Y,Y,1985,2,31,N
Jonah Bolden,Jonah,Bolden,0,1628413,1996-01-02,UCLA,Australia,UCLA/Australia,"6,8",22.5,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2018,2019,Y,Y,Y,2017,2,36,N
Marques Bolden,Marques,Bolden,1,1629716,1998-04-17,Duke,USA,Duke/USA,"6,10",24.9,3,Desconocido,Center,Inactive,0,Desconocido,Desconocido,Desconocido,2019,2020,Y,Y,Y,2019,Desconocido,Desconocido,N
Bill Bolger,Bill,Bolger,0,76196,1931-08-21,Georgetown,USA,Georgetown/USA,"6,5",20.5,1,Desconocido,Forward,Inactive,1610610024,Bullets,BAL,Baltimore,1953,1953,N,Y,Y,1953,Desconocido,Desconocido,N
Leandro Bolmaro,Leandro,Bolmaro,1,1630195,2000-09-11,Desconocido,Argentina,FC Barcelona/Argentina,"6,6",20.0,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2021,2022,Y,Y,Y,2020,1,23,N
Doug Bolstorff,Doug,Bolstorff,0,76197,1931-10-29,Minnesota,USA,Minnesota/USA,"6,4",19.5,1,8,Guard,Inactive,1610612765,Pistons,DET,Detroit,1957,1957,N,Y,Y,1957,8,57,N
George H. Bon Salle,George H.,Bon Salle,0,76203,1935-07-01,Illinois,USA,Illinois/USA,"6,8",22.0,1,33,Forward,Inactive,1610612764,Packers,CHP,Chicago,1961,1961,N,Y,Y,1957,1,7,N
Phil Bond,Phil,Bond,0,76198,1954-07-27,Louisville,USA,Louisville/USA,"6,2",17.5,1,30,Guard,Inactive,1610612745,Rockets,HOU,Houston,1977,1977,N,Y,Y,1977,3,62,N
Walter Bond,Walter,Bond,0,1603,1969-02-01,Minnesota,USA,Minnesota/USA,"6,5",20.0,3,20,Guard,Inactive,1610612762,Jazz,UTA,Utah,1992,1994,N,Y,Y,1988,Undrafted,Undrafted,N
Jordan Bone,Jordan,Bone,0,1629648,1997-11-05,Tennessee,USA,Tennessee/USA,"6,2",18.0,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2019,2020,Y,Y,Y,2019,2,57,N
Dexter Boney,Dexter,Boney,0,1121,1970-04-27,UNLV,USA,UNLV/USA,"6,4",18.5,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1996,1996,N,Y,Y,1988,Undrafted,Undrafted,N
Isaac Bonga,Isaac,Bonga,0,1629067,1999-11-08,Skyliners Frankfurt,Germany,Skyliners Frankfurt/Germany,"6,8",18.0,5,17,Guard,Inactive,1610612761,Raptors,TOR,Toronto,2018,2021,Y,Y,Y,2018,2,39,N
Ron Bonham,Ron,Bonham,0,76201,1942-05-31,Cincinnati,USA,Cincinnati/USA,"6,4",19.2,2,21,Forward,Inactive,1610612738,Celtics,BOS,Boston,1964,1965,N,Y,Y,1964,2,16,N
Anthony Bonner,Anthony,Bonner,0,41,1968-06-08,St. Louis,USA,St. Louis/USA,"6,8",23.0,7,33,Forward,Inactive,1610612758,Kings,SAC,Sacramento,1990,2002,N,Y,Y,1990,1,23,N
Matt Bonner,Matt,Bonner,0,2588,1980-04-05,Florida,USA,Florida/USA,"6,10",23.5,13,15,Center-Forward,Inactive,1610612759,Spurs,SAS,San Antonio,2004,2015,N,Y,Y,2003,2,45,N
Devin Booker,Devin,Booker,1,1626164,1996-10-30,Kentucky,USA,Kentucky/USA,"6,5",20.6,8,1,Guard,Active,1610612756,Suns,PHX,Phoenix,2015,2023,N,Y,Y,2015,1,13,N
Trevor Booker,Trevor,Booker,0,202344,1987-11-25,Clemson,USA,Clemson/USA,"6,8",22.8,8,20,Forward,Inactive,1610612764,Wizards,WAS,Washington,2010,2017,N,Y,Y,2010,1,23,N
Josh Boone,Josh,Boone,0,200767,1984-11-21,Connecticut,USA,Connecticut/USA,"6,10",24.0,5,2,Forward-Center,Inactive,1610612751,Nets,NJN,New Jersey,2006,2009,Y,Y,Y,2006,1,23,N
Ron Boone,Ron,Boone,0,76204,1946-09-06,Idaho State,USA,Idaho State/USA,"6,2",20.0,5,24,Guard,Inactive,1610612758,Kings,KCK,Kansas City,1976,1980,N,Y,Y,1968,11,147,N
Calvin Booth,Calvin,Booth,0,1916,1976-05-07,Penn State,USA,Penn State/USA,"6,11",23.0,11,52,Center,Inactive,1610612760,SuperSonics,SEA,Seattle,1999,2008,N,Y,Y,1999,2,35,N
Keith Booth,Keith,Booth,0,1522,1974-10-09,Maryland,USA,Maryland/USA,"6,6",22.6,2,22,Forward,Inactive,1610612741,Bulls,CHI,Chicago,1997,1998,N,Y,Y,1997,1,28,N
Bob Boozer,Bob,Boozer,0,76206,1937-04-26,Kansas State,USA,Kansas State/USA,"6,8",21.5,11,20,Forward,Inactive,1610612758,Royals,CIN,Cincinnati,1960,1970,N,Y,Y,1959,1,1,N
Carlos Boozer,Carlos,Boozer,0,2430,1981-11-20,Duke,USA,Duke/USA,"6,9",25.8,13,5,Forward,Inactive,1610612762,Jazz,UTA,Utah,2002,2014,N,Y,Y,2002,2,34,N
Jake Bornheimer,Jake,Bornheimer,0,76207,1927-06-29,Muhlenberg,USA,Muhlenberg/USA,"6,5",20.0,2,15,Forward,Inactive,1610612744,Warriors,PHW,Philadelphia,1948,1949,N,Y,Y,1988,Undrafted,Undrafted,N
Lazaro Borrell,Lazaro,Borrell,0,1953,1972-09-20,Villa Clara,Cuba,Villa Clara/Cuba,"6,8",22.0,1,11,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,1999,1999,N,Y,Y,1988,Undrafted,Undrafted,N
Costic Borsavage,Costic,Borsavage,0,76209,1924-07-25,Temple,USA,Temple/USA,"6,8",22.0,1,19,Center,Inactive,1610612744,Warriors,PHW,Philadelphia,1950,1950,N,Y,Y,1950,5,Desconocido,N
Vince Boryla,Vince,Boryla,0,76210,1927-03-11,Denver,USA,Denver/USA,"6,5",21.0,5,12,Forward,Inactive,1610612752,Knicks,NYK,New York,1949,1953,N,Y,Y,1988,Undrafted,Undrafted,N
Chris Bosh,Chris,Bosh,0,2547,1984-03-24,Georgia Tech,USA,Georgia Tech/USA,"6,11",23.5,14,1,Forward,Inactive,1610612748,Heat,MIA,Miami,2003,2016,N,Y,Y,2003,1,4,N
Lawrence Boston,Lawrence,Boston,0,76212,1956-05-18,Maryland,USA,Maryland/USA,"6,8",22.5,1,4,Forward,Inactive,1610612764,Bullets,WAS,Washington,1979,1979,N,Y,Y,1978,4,81,N
Tom Boswell,Tom,Boswell,0,76213,1953-10-02,South Carolina,USA,South Carolina/USA,"6,8",22.0,6,33,Forward,Inactive,1610612738,Celtics,BOS,Boston,1975,1983,N,Y,Y,1975,1,17,N
Chris Boucher,Chris,Boucher,1,1628449,1993-01-11,Oregon,Saint Lucia,Oregon/Saint Lucia,"6,9",20.0,6,25,Forward-Center,Active,1610612761,Raptors,TOR,Toronto,2017,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,0,2257,1978-05-20,Georgetown,USA,Georgetown/USA,"7,0",25.7,4,44,Center,Inactive,1610612757,Trail Blazers,POR,Portland,2001,2003,Y,Y,Y,2001,2,49,N
Jamaree Bouyea,Jamaree,Bouyea,1,1631123,1999-06-27,San Francisco,USA,San Francisco/USA,"6,2",18.0,1,11,Guard,Active,1610612748,Heat,MIA,Miami,2022,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Don Boven,Don,Boven,0,76214,1925-03-06,Western Michigan,USA,Western Michigan/USA,"6,4",21.0,3,13,Forward,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,1949,1952,N,Y,Y,1949,6,Desconocido,N
Bruce Bowen,Bruce,Bowen,0,1477,1971-06-14,California State-Fullerton,USA,California State-Fullerton/USA,"6,7",20.0,14,12,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,1996,2008,N,Y,Y,1988,Undrafted,Undrafted,N
Ryan Bowen,Ryan,Bowen,0,1763,1975-11-20,Iowa,USA,Iowa/USA,"6,9",21.8,10,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1999,2009,N,Y,Y,1998,2,55,N
Brian Bowen II,Brian,Bowen II,0,1628968,1998-10-02,Desconocido,USA,Sydney Kings/USA,"6,6",19.0,3,Desconocido,Forward-Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2019,2020,Y,Y,Y,1988,Undrafted,Undrafted,N
Sam Bowie,Sam,Bowie,0,76217,1961-03-17,Kentucky,USA,Kentucky/USA,"7,1",23.5,10,31,Center,Inactive,1610612751,Nets,NJN,New Jersey,1984,1994,N,Y,Y,1984,1,2,N
Ira Bowman,Ira,Bowman,0,1085,1973-06-11,Pennsylvania,USA,Pennsylvania/USA,Desconocido,21.0,3,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1999,2001,N,Y,Y,1988,Undrafted,Undrafted,N
Ky Bowman,Ky,Bowman,0,1629065,1997-06-16,Boston College,USA,Boston College/USA,"6,1",18.7,2,12,Guard,Inactive,1610612744,Warriors,GSW,Golden State,2019,2019,Y,Y,Y,1988,Undrafted,Undrafted,N
Donnie Boyce,Donnie,Boyce,0,671,1973-09-02,Colorado,USA,Colorado/USA,"6,5",19.6,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1995,1996,N,Y,Y,1995,2,42,N
Dennis Boyd,Dennis,Boyd,0,76221,1954-05-21,Detroit,USA,Detroit/USA,"6,1",17.5,1,11,Guard,Inactive,1610612765,Pistons,DET,Detroit,1978,1978,N,Y,Y,1977,4,72,N
Fred Boyd,Fred,Boyd,0,76222,1950-06-13,Oregon State,USA,Oregon State/USA,"6,2",18.0,6,4,Guard,Inactive,1610612755,76ers,PHI,Philadelphia,1972,1977,N,Y,Y,1972,1,5,N
Ken Boyd,Ken,Boyd,0,76223,1952-03-25,Boston University,USA,Boston University/USA,"6,5",19.5,1,33,Forward,Inactive,1610612762,Jazz,UTA,New Orleans,1974,1974,N,Y,Y,1974,9,154,N
Earl Boykins,Earl,Boykins,0,1863,1976-06-02,Eastern Michigan,USA,Eastern Michigan/USA,"5,5",13.3,14,6,Guard,Inactive,1610612743,Nuggets,DEN,Denver,1998,2011,N,Y,Y,1988,Undrafted,Undrafted,N
Harry Boykoff,Harry,Boykoff,0,76224,1922-07-24,St. John's (NY),USA,St. John's (NY)/USA,"6,9",22.5,2,16,Center,Inactive,1610610037,Hawks,WAT,Waterloo,1949,1950,N,Y,Y,1988,Undrafted,Undrafted,N
Winford Boynes,Winford,Boynes,0,76225,1957-05-17,San Francisco,USA,San Francisco/USA,"6,6",18.5,3,6,Guard,Inactive,1610612751,Nets,NJN,New Jersey,1978,1980,N,Y,Y,1978,1,13,N
Cedric Bozeman,Cedric,Bozeman,0,200841,1983-03-07,UCLA,USA,UCLA/USA,"6,6",20.7,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2006,2006,Y,Y,Y,1988,Undrafted,Undrafted,N
Steve Bracey,Steve,Bracey,0,76226,1950-08-01,Tulsa,USA,Tulsa/USA,"6,1",17.5,3,22,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,1972,1974,N,Y,Y,1972,2,21,N
Craig Brackins,Craig,Brackins,0,202342,1987-10-09,Iowa State,USA,Iowa State/USA,"6,10",23.0,3,33,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,2010,2011,Y,Y,Y,2010,1,21,N
Gary Bradds,Gary,Bradds,0,76227,1942-07-26,Ohio State,USA,Ohio State/USA,"6,8",21.0,2,33,Forward,Inactive,1610612764,Bullets,BLT,Baltimore,1964,1965,N,Y,Y,1964,1,3,N
Alonzo Bradley,Alonzo,Bradley,0,76229,1953-10-16,Texas Southern,USA,Texas Southern/USA,"6,6",19.0,3,22,Forward,Inactive,1610612745,Rockets,HOU,Houston,1977,1979,N,Y,Y,1977,2,29,N
Avery Bradley,Avery,Bradley,0,202340,1990-11-26,University of Texas at Austin,USA,Texas-Austin/USA,"6,3",18.0,13,20,Guard,Inactive,1610612747,Lakers,LAL,Los Angeles,2010,2021,Y,Y,Y,2010,1,19,N
Bill Bradley,Bill,Bradley,0,76233,1943-07-28,Princeton,USA,Princeton/USA,"6,5",20.5,10,24,Forward,Inactive,1610612752,Knicks,NYK,New York,1967,1976,N,Y,Y,1965,Desconocido,Desconocido,N
Charles Bradley,Charles,Bradley,0,76230,1959-05-16,Wyoming,USA,Wyoming/USA,"6,5",21.5,3,30,Guard,Inactive,1610612738,Celtics,BOS,Boston,1981,1983,N,Y,Y,1981,1,23,N
Dudley Bradley,Dudley,Bradley,0,76231,1957-03-19,North Carolina,USA,North Carolina/USA,"6,6",19.5,9,22,Guard,Inactive,1610612754,Pacers,IND,Indiana,1979,1988,N,Y,Y,1979,1,13,N
Joe Bradley,Joe,Bradley,0,76232,1928-09-24,Oklahoma State,USA,Oklahoma State/USA,"6,3",17.5,1,Desconocido,Guard,Inactive,1610610025,Stags,CHS,Chicago,1949,1949,N,Y,Y,1988,Undrafted,Undrafted,N
Michael Bradley,Michael,Bradley,0,2214,1979-04-18,Villanova,USA,Villanova/USA,"6,10",24.5,5,5,Forward,Inactive,1610612761,Raptors,TOR,Toronto,2001,2005,N,Y,Y,2001,1,17,N
Shawn Bradley,Shawn,Bradley,0,762,1972-03-22,Brigham Young,USA,Brigham Young/USA,"7,6",27.5,13,44,Center,Inactive,1610612742,Mavericks,DAL,Dallas,1993,2004,N,Y,Y,1993,1,2,N
Tony Bradley,Tony,Bradley,1,1628396,1998-01-08,North Carolina,USA,North Carolina/USA,"6,11",24.8,6,Desconocido,Center-Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2017,2022,Y,Y,Y,2017,1,28,N
Mark Bradtke,Mark,Bradtke,0,1361,1968-09-27,Melbourne,Australia,Melbourne/Australia,"6,10",26.5,1,50,Center,Inactive,1610612755,76ers,PHI,Philadelphia,1996,1996,N,Y,Y,1988,Undrafted,Undrafted,N
Marques Bragg,Marques,Bragg,0,66,1970-03-24,Providence,USA,Providence/USA,"6,8",23.0,1,33,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,1995,1995,N,Y,Y,1988,Undrafted,Undrafted,N
Torraye Braggs,Torraye,Braggs,0,1765,1976-05-15,Xavier,USA,Xavier/USA,"6,8",24.5,3,32,Forward,Inactive,1610612745,Rockets,HOU,Houston,2003,2004,Y,Y,Y,1998,2,57,N
A.J. Bramlett,A.J.,Bramlett,0,1920,1977-01-10,Arizona,USA,Arizona/USA,"6,10",22.7,1,Desconocido,Center,Inactive,0,Desconocido,Desconocido,Desconocido,1999,1999,N,Y,Y,1999,2,39,N
Adrian Branch,Adrian,Branch,0,76237,1963-11-17,Maryland,USA,Maryland/USA,"6,7",18.5,4,1,Forward,Inactive,1610612757,Trail Blazers,POR,Portland,1986,1989,N,Y,Y,1985,2,46,N
Terrell Brandon,Terrell,Brandon,0,210,1970-05-20,Oregon,USA,Oregon/USA,"5,11",17.3,12,7,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,1991,2002,N,Y,Y,1991,1,11,N
Malaki Branham,Malaki,Branham,1,1631103,2003-05-12,Ohio State,USA,Ohio State/USA,"6,4",18.0,1,22,Forward,Active,1610612759,Spurs,SAS,San Antonio,2022,2023,Y,Y,Y,2022,1,20,N
Bob Brannum,Bob,Brannum,0,76238,1925-05-28,Michigan State,USA,Michigan State/USA,"6,6",21.5,5,18,Forward,Inactive,1610612738,Celtics,BOS,Boston,1949,1954,N,Y,Y,1988,Undrafted,Undrafted,N
Jarrell Brantley,Jarrell,Brantley,0,1629714,1996-06-07,College of Charleston,USA,College of Charleston/USA,"6,5",25.0,3,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2019,2022,Y,Y,Y,2019,2,50,N
Jim Brasco,Jim,Brasco,0,76241,1931-02-03,New York University,USA,New York University/USA,"6,1",17.0,1,15,Guard,Inactive,1610612737,Hawks,MIH,Milwaukee,1952,1952,N,Y,Y,1952,Desconocido,Desconocido,N
Mike Bratz,Mike,Bratz,0,76242,1955-10-17,Stanford,USA,Stanford/USA,"6,2",18.5,9,10,Guard,Inactive,1610612756,Suns,PHX,Phoenix,1977,1985,N,Y,Y,1977,3,66,N
Carl Braun,Carl,Braun,0,76243,1927-09-25,Colgate,USA,Colgate/USA,"6,5",18.0,13,4,Guard,Inactive,1610612752,Knicks,NYK,New York,1947,1961,N,Y,Y,1988,Undrafted,Undrafted,N
Christian Braun,Christian,Braun,1,1631128,2001-04-17,Kansas,USA,Kansas/USA,"6,6",22.0,1,0,Guard,Active,1610612743,Nuggets,DEN,Denver,2022,2023,N,Y,Y,2022,1,21,N
Ignas Brazdeikis,Ignas,Brazdeikis,0,1629649,1999-01-08,Michigan,Canada,Michigan/Canada,"6,6",22.1,4,17,Forward,Inactive,1610612753,Magic,ORL,Orlando,2019,2021,Y,Y,Y,2019,2,47,N
Tim Breaux,Tim,Breaux,0,160,1970-09-19,Wyoming,USA,Wyoming/USA,"6,7",21.5,3,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1994,1997,N,Y,Y,1988,Undrafted,Undrafted,N
J.R. Bremer,J.R.,Bremer,0,2452,1980-09-19,St. Bonaventure,USA,St. Bonaventure/USA,"6,2",18.5,3,9,Guard,Inactive,1610612738,Celtics,BOS,Boston,2002,2003,N,Y,Y,1988,Undrafted,Undrafted,N
Pete Brennan,Pete,Brennan,0,76245,1936-09-23,North Carolina,USA,North Carolina/USA,"6,6",20.5,1,15-16,Forward,Inactive,1610612752,Knicks,NYK,New York,1958,1958,N,Y,Y,1958,1,4,N
Randy Breuer,Randy,Breuer,0,76247,1960-10-11,Minnesota,USA,Minnesota/USA,"7,3",23.0,11,45,Center,Inactive,1610612749,Bucks,MIL,Milwaukee,1983,1993,N,Y,Y,1983,1,18,N
Corey Brewer,Corey,Brewer,0,201147,1986-03-05,Florida,USA,Florida/USA,"6,9",18.8,14,13,Guard-Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,2007,2019,N,Y,Y,2007,1,7,N
Jamison Brewer,Jamison,Brewer,0,2249,1980-11-19,Auburn,USA,Auburn/USA,"6,4",19.5,4,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2001,2004,Y,Y,Y,2001,2,40,N
Jim Brewer,Jim,Brewer,0,76248,1951-12-03,Minnesota,USA,Minnesota/USA,"6,9",21.0,9,8,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,1973,1981,N,Y,Y,1973,1,2,N
Ron Brewer,Ron,Brewer,0,76249,1955-09-16,Arkansas,USA,Arkansas/USA,"6,4",18.0,8,10,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,1978,1985,N,Y,Y,1978,1,7,N
Ronnie Brewer,Ronnie,Brewer,0,200758,1985-03-20,Arkansas,USA,Arkansas/USA,"6,7",23.5,8,11,Forward,Inactive,1610612762,Jazz,UTA,Utah,2006,2013,Y,Y,Y,2006,1,14,N
Primoz Brezec,Primoz,Brezec,0,2056,1979-10-02,Union Olimpija,Slovenia,Union Olimpija/Slovenia,"7,1",25.5,9,9,Center,Inactive,1610612766,Bobcats,CHA,Charlotte,2001,2009,N,Y,Y,2000,1,27,N
Frank Brian,Frank,Brian,0,76250,1923-05-01,Louisiana State,USA,Louisiana State/USA,"6,1",18.0,7,7,Guard,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,1949,1955,N,Y,Y,1988,Undrafted,Undrafted,N
Frank Brickowski,Frank,Brickowski,0,783,1959-08-14,Penn State,USA,Penn State/USA,"6,9",24.0,12,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1984,1996,N,Y,Y,1981,3,57,N
Junior Bridgeman,Junior,Bridgeman,0,76252,1953-09-17,Louisville,USA,Louisville/USA,"6,5",21.0,12,2,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,1975,1986,N,Y,Y,1975,1,8,N
Mikal Bridges,Mikal,Bridges,1,1628969,1996-08-30,Villanova,USA,Villanova/USA,"6,6",20.9,5,1,Guard-Forward,Active,1610612751,Nets,BKN,Brooklyn,2018,2023,N,Y,Y,2018,1,10,N
Miles Bridges,Miles,Bridges,0,1628970,1998-03-21,Michigan State,USA,Michigan State/USA,"6,7",22.5,4,0,Forward,Active,1610612766,Hornets,CHA,Charlotte,2018,2023,N,Y,Y,2018,1,12,N
Al Brightman,Al,Brightman,0,76254,1923-09-22,University of Charleston,USA,University of Charleston/USA,"6,2",19.5,1,8-16,Forward,Inactive,1610612738,Celtics,BOS,Boston,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Amida Brimah,Amida,Brimah,0,1628578,1994-02-11,Connecticut,USA,Connecticut/USA,"6,10",23.0,2,37,Center,Inactive,1610612754,Pacers,IND,Indiana,2020,2020,Y,Y,Y,1988,Undrafted,Undrafted,N
Audley Brindley,Audley,Brindley,0,76255,1923-12-31,Dartmouth,USA,Dartmouth/USA,"6,4",17.5,1,12-15,Forward,Inactive,1610612752,Knicks,NYK,New York,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Isaiah Briscoe,Isaiah,Briscoe,0,1628515,1996-04-13,Kentucky,USA,Kentucky/USA,"6,3",21.5,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2018,2018,Y,Y,Y,1988,Undrafted,Undrafted,N
John Brisker,John,Brisker,0,76256,1947-06-15,Toledo,USA,Toledo/USA,"6,5",21.0,3,40,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,1972,1974,N,Y,Y,1988,Undrafted,Undrafted,N
Oshae Brissett,Oshae,Brissett,1,1629052,1998-06-20,Syracuse,Canada,Syracuse/Canada,"6,7",21.0,4,12,Forward-Guard,Active,1610612754,Pacers,IND,Indiana,2019,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Allan Bristow,Allan,Bristow,0,76257,1951-08-23,Virginia Tech,USA,Virginia Tech/USA,"6,7",21.0,9,23,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,1973,1982,N,Y,Y,1973,2,21,N
Tyrone Britt,Tyrone,Britt,0,76258,1944-04-18,Johnson C. Smith,USA,Johnson C. Smith/USA,"6,4",19.0,1,31,Guard,Inactive,1610612745,Rockets,SDR,San Diego,1967,1967,N,Y,Y,1988,Undrafted,Undrafted,N
Wayman Britt,Wayman,Britt,0,76259,1952-08-31,Michigan,USA,Michigan/USA,"6,2",18.5,1,12,Guard,Inactive,1610612765,Pistons,DET,Detroit,1977,1977,N,Y,Y,1976,4,60,N
Mike Brittain,Mike,Brittain,0,76260,1963-06-21,South Carolina,USA,South Carolina/USA,"7,0",23.5,2,40,Center,Inactive,1610612759,Spurs,SAS,San Antonio,1985,1986,N,Y,Y,1985,2,29,N
David Britton,David,Britton,0,76261,1958-08-29,Texas A&M,USA,Texas A&M/USA,"6,4",18.0,1,33,Guard,Inactive,1610612764,Bullets,WAS,Washington,1980,1980,N,Y,Y,1980,3,57,N
Jon Brockman,Jon,Brockman,0,201972,1987-03-20,Washington,USA,Washington/USA,"6,7",25.5,4,40,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,2009,2011,N,Y,Y,2009,2,38,N
Ryan Broekhoff,Ryan,Broekhoff,0,1629151,1990-08-23,Valparaiso,Australia,Valparaiso/Australia,"6,6",21.5,3,45,Guard-Forward,Inactive,1610612742,Mavericks,DAL,Dallas,2018,2019,N,Y,Y,1988,Undrafted,Undrafted,N
Jim Brogan,Jim,Brogan,0,76262,1958-02-24,West Virginia Wesleyan,USA,West Virginia Wesleyan/USA,"6,4",18.5,2,15,Guard,Inactive,1610612746,Clippers,SDC,San Diego,1981,1982,N,Y,Y,1988,Undrafted,Undrafted,N
Gary Brokaw,Gary,Brokaw,0,76263,1954-01-11,Notre Dame,USA,Notre Dame/USA,"6,4",17.8,4,7,Guard,Inactive,1610612749,Bucks,MIL,Milwaukee,1974,1977,N,Y,Y,1974,1,18,N
Price Brookfield,Price,Brookfield,0,76264,1920-05-11,West Texas A&M,USA,West Texas A&M/USA,"6,4",18.5,2,17,Forward,Inactive,1610610029,Jets,JET,Indianapolis,1948,1949,N,Y,Y,1988,Undrafted,Undrafted,N
Aaron Brooks,Aaron,Brooks,0,201166,1985-01-14,Oregon,USA,Oregon/USA,"6,0",16.1,11,30,Guard,Inactive,1610612745,Rockets,HOU,Houston,2007,2017,Y,Y,Y,2007,1,26,N
Armoni Brooks,Armoni,Brooks,0,1629717,1998-06-05,Houston,USA,Houston/USA,"6,3",19.5,3,1,Guard,Inactive,1610612761,Raptors,TOR,Toronto,2020,2021,Y,Y,Y,2019,Desconocido,Desconocido,N
Dillon Brooks,Dillon,Brooks,1,1628415,1996-01-22,Oregon,Canada,Oregon/Canada,"6,6",22.5,6,24,Guard-Forward,Active,1610612763,Grizzlies,MEM,Memphis,2017,2023,N,Y,Y,2017,2,45,N
Kevin Brooks,Kevin,Brooks,0,76265,1969-10-12,Louisiana-Lafayette,USA,Louisiana-Lafayette/USA,"6,6",20.0,3,43,Forward,Inactive,1610612743,Nuggets,DEN,Denver,1991,1993,N,Y,Y,1991,1,18,N
MarShon Brooks,MarShon,Brooks,0,202705,1989-01-26,Providence,USA,Providence/USA,"6,5",20.0,5,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2011,2018,Y,Y,Y,2011,1,25,N
Michael Brooks,Michael,Brooks,0,76266,1958-08-17,La Salle,USA,La Salle/USA,"6,7",22.0,6,35,Forward,Inactive,1610612746,Clippers,SDC,San Diego,1980,1987,N,Y,Y,1980,1,9,N
Scott Brooks,Scott,Brooks,0,418,1965-07-31,California-Irvine,USA,California-Irvine/USA,"5,11",16.5,10,2,Guard,Inactive,1610612745,Rockets,HOU,Houston,1988,1997,N,Y,Y,1988,Undrafted,Undrafted,N
Anthony Brown,Anthony,Brown,0,1626148,1992-10-10,Stanford,USA,Stanford/USA,"6,7",22.4,4,3,Forward-Guard,Inactive,1610612747,Lakers,LAL,Los Angeles,2015,2017,Y,Y,Y,2015,2,34,N
Bobby Brown,Bobby,Brown,0,201628,1984-09-24,Cal State-Fullerton,USA,California State-Fullerton/USA,"6,2",17.5,4,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2008,2017,Y,Y,Y,1988,Undrafted,Undrafted,N
